"GroupInterventionDistributionEventCoordinatorHIV","TBHIV","Event Coordinator","","https://institutefordiseasemodeling.github.io/Documentation/tuberculosis/parameter-campaign-event-groupinterventiondistributioneventcoordinator.html"
"HealthSeekingBehaviorUpdate","TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/tuberculosis/parameter-campaign-individual-healthseekingbehaviorupdate.html"
"HealthSeekingBehaviorUpdateable","TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/tuberculosis/parameter-campaign-individual-healthseekingbehaviorupdateable.html"
"HIVARTStagingByCD4Diagnostic","HIV, TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-hivartstagingbycd4diagnostic.html"
"HIVARTStagingCD4AgnosticDiagnostic","HIV, TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-hivartstagingcd4agnosticdiagnostic.html"
"HIVDelayedIntervention","HIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-hivdelayedintervention.html"
"HIVDrawBlood","HIV, TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-hivdrawblood.html"
"HIVMuxer","HIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-hivmuxer.html"
"HIVPiecewiseByYearAndSexDiagnostic","HIV, TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-hivpiecewisebyyearandsexdiagnostic.html"
"HIVRandomChoice","HIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-hivrandomchoice.html"
"HIVRapidHIVDiagnostic","HIV, TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-hivrapidhivdiagnostic.html"
"HIVSigmoidByYearAndSexDiagnostic","HIV, TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-hivsigmoidbyyearandsexdiagnostic.html"
"HIVSimpleDiagnostic","HIV, TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-hivsimplediagnostic.html"
"HumanHostSeekingTrap","Dengue, Malaria, Vector","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-humanhostseekingtrap.html"
"ImmunityBloodTest","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","None","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-immunitybloodtest.html"
"ImportPressure","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-node-importpressure.html"
"IncidenceEventCoordinator","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Event Coordinator","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-event-incidenceeventcoordinator.html"
"IndividualImmunityChanger","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-individualimmunitychanger.html"
"InputEIR","Malaria","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-node-inputeir.html"
"InsectKillingFence","Dengue, Malaria, Vector","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-node-insectkillingfence.html"
"InsectKillingFenceHousingModification","Dengue, Malaria, Vector","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-insectkillingfencehousingmodification.html"
"InterventionForCurrentPartners","HIV, STI","None","","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-interventionforcurrentpartners.html"
"IRSHousingModification","Dengue, Malaria, Vector","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-irshousingmodification.html"
"IVCalendar","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-ivcalendar.html"
"Ivermectin","Dengue, Malaria, Vector","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-ivermection.html"
"Larvicides","Dengue, Malaria, Vector","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-node-larvicides.html"
"MalariaChallenge","Malaria","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-node-malariachallenge.html"
"MalariaDiagnostic","Malaria","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-malariadiagnostic.html"
"MaleCircumcision","HIV, STI","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-malecircumcision.html"
"MDRDiagnostic","TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/tuberculosis/parameter-campaign-individual-mdrdiagnostic.html"
"MigrateFamily","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-node-migratefamily.html"
"MigrateIndividuals","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-migrateindividuals.html"
"ModifyStiCoInfectionStatus","HIV, STI","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-modifysticoinfectionstatus.html"
"MosquitoRelease","Dengue, Malaria, Vector","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-node-mosquitorelease.html"
"MultiEffectBoosterVaccine","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-multieffectboostervaccine.html"
"MultiEffectVaccine","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-multieffectvaccine.html"
"MultiInterventionDistributor","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-multiinterventiondistributor.html"
"MultiNodeInterventionDistributor","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-node-multinodeinterventiondistributor.html"
"NChooserEventCoordinator","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Event Coordinator","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-event-nchoosereventcoordinator.html"
"NChooserEventCoordinatorHIV","HIV","Event Coordinator","","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-event-nchoosereventcoordinatorhiv.html"
"NChooserEventCoordinatorSTI","HIV, STI","Event Coordinator","","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-event-nchoosereventcoordinatorsti.html"
"NodeLevelHealthTriggeredIV","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-node-nodelevelhealthtriggerediv.html"
"NodeLevelHealthTriggeredIVScaleUpSwitch","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-node-nodelevelhealthtriggeredivscaleupswitch.html"
"NodePropertyValueChanger","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-node-nodepropertyvaluechanger.html"
"NodeSetAll","","Campaign Event","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-event-campaignevent.html"
"NodeSetNodeList","","Campaign Event","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-event-campaignevent.html"
"NodeSetPolygon","","Campaign Event","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-event-campaignevent.html"
"Outbreak","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-node-outbreak.html"
"OutbreakIndividual","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-outbreakindividual.html"
"OutbreakIndividualDengue","Dengue","Intervention","Individual",""
"OutbreakIndividualMalaria","Malaria","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-outbreakindividualmalaria.html"
"OutbreakIndividualTBorHIV","TBHIV","None","","https://institutefordiseasemodeling.github.io/Documentation/tuberculosis/parameter-campaign-individual-outbreakindividualtborhiv.html"
"OutdoorRestKill","Dengue, Malaria, Vector","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-node-outdoorrestkill.html"
"OvipositionTrap","Dengue, Malaria, Vector","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-node-ovipositiontrap.html"
"PMTCT","HIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-pmtct.html"
"PropertyValueChanger","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-propertyvaluechanger.html"
"ReferenceTrackingEventCoordinator","HIV, STI","Event Coordinator","","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-event-referencetrackingeventcoordinator.html"
"ReferenceTrackingEventCoordinatorHIV","HIV","Event Coordinator","","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-event-referencetrackingeventcoordinatorhiv.html"
"RTSSVaccine","Malaria","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-rtssvaccine.html"
"ScaleLarvalHabitat","Dengue, Malaria, Vector","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-node-scalelarvalhabitat.html"
"ScreeningHousingModification","Dengue, Malaria, Vector","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-screeninghousingmodification.html"
"SimpleBednet","Dengue, Malaria, Vector","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-simplebednet.html"
"SimpleBoosterVaccine","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-simpleboostervaccine.html"
"SimpleDiagnostic","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-node-simplediagnostic.html"
"SimpleHealthSeekingBehavior","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-simplehealthseekingbehavior.html"
"SimpleHousingModification","Dengue, Malaria, Vector","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-simplehousingmodification.html"
"SimpleIndividualRepellent","Dengue, Malaria, Vector","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-simpleindividual-repellent.html"
"SimpleVaccine","Dengue, Generic, HIV, Malaria, STI, TBHIV, Typhoid, Vector","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-individual-simplevaccine.html"
"SmearDiagnostic","TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/tuberculosis/parameter-campaign-individual-smeardiagnostic.html"
"SpaceSpraying","Dengue, Malaria, Vector","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-node-spacespraying.html"
"SpatialRepellent","Dengue, Malaria, Vector","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-node-spatialrepellent.html"
"SpatialRepellentHousingModification","Dengue, Malaria, Vector","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-spatialrepellenthousingmodification.html"
"StandardInterventionDistributionEventCoordinator","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Event Coordinator","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-event-standardinterventiondistributioneventcoordinator.html"
"STIBarrier","HIV, STI","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-stibarrier.html"
"StiCoInfectionDiagnostic","HIV, STI","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-sticoinfectiondiagostic.html"
"STIIsPostDebut","HIV, STI","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/hiv/parameter-campaign-individual-stiispostdebut.html"
"SugarTrap","Dengue, Malaria, Vector","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-node-sugartrap.html"
"SurveillanceEventCoordinator","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Event Coordinator","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-event-surveillanceeventcoordinator.html"
"TBHIVConfigurableTBdrug","TBHIV","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/tuberculosis/parameter-campaign-individual-tbhivconfigurabletbdrug.html"
"TriggeredEventCoordinator","Dengue, Environmental, Generic, HIV, Malaria, STI, TBHIV, Typhoid, Vector","Event Coordinator","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-event-triggeredeventcoordinator.html"
"TyphoidCarrierClear","Typhoid","None","",""
"TyphoidCarrierDiagnostic","Typhoid","None","","https://institutefordiseasemodeling.github.io/Documentation/typhoid/parameter-campaign-individual-typhoidcarrierdiagnostic.html"
"TyphoidVaccine","Typhoid","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/typhoid/parameter-campaign-individual-typhoidvaccine.html"
"TyphoidWASH","Typhoid","Intervention","Node","https://institutefordiseasemodeling.github.io/Documentation/typhoid/parameter-campaign-individual-typhoidwash.html"
"UsageDependentBednet","Dengue, Malaria, Vector","Intervention","Individual","https://institutefordiseasemodeling.github.io/Documentation/malaria/parameter-campaign-individual-usagedependentbednet.html"
"WaningEffectBox","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-waningeffects.html"
"WaningEffectBoxExponential","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-waningeffects.html"
"WaningEffectCombo","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-waningeffects.html"
"WaningEffectConstant","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-waningeffects.html"
"WaningEffectExponential","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-waningeffects.html"
"WaningEffectMapLinear","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-waningeffects.html"
"WaningEffectMapLinearAge","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-waningeffects.html"
"WaningEffectMapLinearSeasonal","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-waningeffects.html"
"WaningEffectMapPiecewise","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-waningeffects.html"
"WaningEffectRandomBox","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","Intervention","","https://institutefordiseasemodeling.github.io/Documentation/general/parameter-campaign-waningeffects.html"
