"AxisNames","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","array of strings","NA","NA","NA","An array of the names used for each axis of a complex distribution. The list below shows the axis names to use (in the order given) for each of the distribution types:

MortalityDistribution
    [""gender"", ""age""] **Death_Rate_Dependence** in the configuration file must be set to NONDISEASE_MORTALITY_BY_AGE_AND_GENDER (see :doc:`parameter-configuration-mortality` parameters). 
MortalityDistributionMale
    [""age"", ""year""] **Death_Rate_Dependence** must be set to NONDISEASE_MORTALITY_BY_YEAR_AND_AGE_FOR_EACH_GENDER (see :doc:`parameter-configuration-mortality` parameters).
MortalityDistributionFemale
    [""age"", ""year""] **Death_Rate_Dependence** must be set to NONDISEASE_MORTALITY_BY_YEAR_AND_AGE_FOR_EACH_GENDER (see :doc:`parameter-configuration-mortality` parameters).
FertilityDistribution
    Two options are available:

    * [""urban"", ""age""] **Birth_Rate_Dependence** in the configuratIon file must be set to INDIVIDUAL_PREGNANCIES_BY_URBAN_AND_AGE (see :doc:`parameter-configuration-population` parameters).
    * [""age"", ""year""] **Birth_Rate_Dependence** must be set to INDIVIDUAL_PREGNANCIES_BY_AGE_AND_YEAR (see :doc:`parameter-configuration-population` parameters).
ImmunityDistribution
    [""age""] 
AgeDistribution
    No axes. 


.. only:: malaria

    [""age""] is the only value accepted for all malaria-specific distributions:
    
    * MSP_mean_antibody_distribution
    * MSP_variance_antibody_distribution
    * nonspec_mean_antibody_distribution
    * nonspec_variance_antibody_distribution
    * PfEMP1_mean_antibody_distribution
    * PfEMP1_variance_antibody_distribution

.. only:: tbhiv

    HIVCoinfectionDistribution
        [""gender"", ""time"", ""age""]
    HIVMortalityDistribution
        [""gender"", ""time"", ""age""]
",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""MortalityDistribution"": {
                ""AxisNames"": [
                    ""gender"",
                    ""age""
                ],
                ""AxisUnits"": [
                    ""male=0,female=1"",
                    ""years""
                ],
                ""AxisScaleFactors"": [
                    1,
                    365
                ],
                ""NumPopulationGroups"": [
                    2,
                    1
                ],
                ""PopulationGroups"": [
                    [
                        0,
                        1
                    ],
                    [
                        0
                    ]
                ],
                ""ResultUnits"": ""annual deaths per 1000 individuals"",
                ""ResultScaleFactor"": 2.739726027397e-06,
                ""ResultValues"": [
                    [
                        0
                    ],
                    [
                        0
                    ]
                ]
            }
        }
    }
"
"AxisScaleFactors","Dengue, Generic, HIV, Malaria, STI, TBHIV, Typhoid, Vector","array of floats","3.40282e+038","-3.40282e+038","1","A list of the scale factors used to convert axis units to data measurements in a complex distribution. For example, 365 to convert daily mortality to annual mortality. The array must contain one factor for each axis.",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""MortalityDistribution"": {
                ""AxisNames"": [
                    ""gender"",
                    ""age""
                ],
                ""AxisUnits"": [
                    ""male=0,female=1"",
                    ""years""
                ],
                ""AxisScaleFactors"": [
                    1,
                    365
                ],
                ""NumPopulationGroups"": [
                    2,
                    1
                ],
                ""PopulationGroups"": [
                    [
                        0,
                        1
                    ],
                    [
                        0
                    ]
                ],
                ""ResultUnits"": ""annual deaths per 1000 individuals"",
                ""ResultScaleFactor"": 2.739726027397e-06,
                ""ResultValues"": [
                    [
                        0
                    ],
                    [
                        0
                    ]
                ]
            }
        }
    }
"
"AxisUnits","Dengue, Generic, HIV, Malaria, STI, TBHIV, Typhoid, Vector","array of strings","NA","NA","NA","An array that describes the scale factors used to convert the units for the axes into the units expected by |EMOD_s|. For example, when age is provided in years but must be scaled to days. |EMOD_s| does not use this value; it is only informational.",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""MortalityDistribution"": {
                ""AxisNames"": [
                    ""gender"",
                    ""age""
                ],
                ""AxisUnits"": [
                    ""male=0,female=1"",
                    ""years""
                ],
                ""AxisScaleFactors"": [
                    1,
                    365
                ]
            }
        }
    }
"
"BirthRate","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","double","0","1","0.00008715","The birth rate, in births per person per day. In the configuration file, **Enable_Birth** must be set to 1 and **Birth_Rate_Dependence** will affect how this rate is used (see :doc:`parameter-configuration-population` parameters).",".. code-block:: json

    {
        ""Nodes"": [
            {
                ""NodeID"": 21,
                ""NodeAttributes"": {
                    ""BirthRate"": 0.0001
                }
            }
        ]
    }
"
"Coital_Act_Rate","HIV, STI","float","FLT_EPSILON","20","0.33","The probability of a coital act occurring at each time step.",".. code-block:: json

    {
        ""Society"": {
            ""TRANSITORY"": {
                ""Relationship_Parameters"": {
                    ""Coital_Act_Rate"": 1
                }
            }
        }
    }
"
"COMMERCIAL","HIV, STI","JSON object","NA","NA","NA","The structure that defines basic relationship, pair formation, and concurrency parameters for transactional relationships involving commercial sex work (CSW).",".. code-block:: json

    {
        ""Society"": {
            ""COMMERCIAL"": {
                ""Relationship_Parameters"": {
                    ""Condom_Usage_Probability"": {
                        ""Min"": 0.02,
                        ""Max"": 0.65,
                        ""Mid"": 2000,
                        ""Rate"": 1.5
                    }
                },
                ""Pair_Formation_Parameters"": {
                    ""Formation_Rate_Constant"": 0.05
                },
                ""Concurrency_Parameters"": {
                    ""NONE"": {
                        ""Max_Simultaneous_Relationships_Female"": 20,
                        ""Max_Simultaneous_Relationships_Male"": 20
                    }
                }
            }
        }
    }
"
"Concurrency_Configuration","HIV, STI","JSON object","NA","NA","NA","The structure that determines how concurrent relationships are formed, for *all* relationship types. To apply to all individuals regardless of individual property values, nest parameters under NONE. To apply only to individuals with certain property values, nest parameters under the property value.","The following example sets extra-relational flags independently to everyone regardless of individual properties.

.. code-block:: json

    {
        ""Society"": {
            ""Concurrency_Configuration"": {
                ""Probability_Person_Is_Behavioral_Super_Spreader"": 0,
                ""Individual_Property_Name"": ""NONE"",
                ""NONE"": {
                    ""Extra_Relational_Flag_Type"": ""Independent""
                }
            }
        }
    }

The following example sets different extra-relational flag types to low-risk and high-risk groups.

.. code-block:: json

    {
        ""Society"": {
            ""Concurrency_Configuration"": {
                ""Individual_Property_Name"": ""Risk"",
                ""LOW"": {
                    ""Extra_Relational_Flag_Type"": ""Independent""
                },
                ""HIGH"": {
                    ""Extra_Relational_Flag_Type"": ""Correlated""
                }
            }
        }
    }
"
"Concurrency_Parameters","HIV, STI","JSON object","NA","NA","NA","The structure that determines how concurrent relationships are formed, for a *specific* relationship type. This parameter is nested under a parameter for one of the supported relationship types. To apply to all individuals regardless of individual property values, nest parameters under NONE. To apply only to individuals with certain property values, nest parameters under the property value as set in **Concurrency_Configuration**.","The following example sets concurrency for transitory relationships regardless of individual properties.

.. code-block:: json

    {
        ""Society"": {
            ""TRANSITORY"": {
                ""Concurrency_Parameters"": {
                    ""NONE"": {
                        ""Max_Simultaneous_Relationships_Female"": 2,
                        ""Max_Simultaneous_Relationships_Male"": 2,
                        ""Prob_Extra_Relationship_Female"": 0.3,
                        ""Prob_Extra_Relationship_Male"": 0.3
                    }
                }
            }
        }
    }

The following example sets different concurrency parameters for low-risk and high-risk individuals in transitory relationships.

.. code-block:: json

    {
        ""Society"": {
            ""Concurrency_Configuration"": {
                ""Individual_Property_Name"": ""Risk"",
                ""LOW"": {
                    ""Extra_Relational_Flag_Type"": ""Independent""
                },
                ""HIGH"": {
                    ""Extra_Relational_Flag_Type"": ""Correlated""
                }
            },
            ""TRANSITORY"": {
                ""Concurrency_Parameters"": {
                    ""LOW"": {
                        ""Max_Simultaneous_Relationships_Female"": 2,
                        ""Max_Simultaneous_Relationships_Male"": 2,
                        ""Prob_Extra_Relationship_Female"": 0.3,
                        ""Prob_Extra_Relationship_Male"": 0.3
                    },
                    ""HIGH"": {
                        ""Max_Simultaneous_Relationships_Female"": 3,
                        ""Max_Simultaneous_Relationships_Male"": 5,
                        ""Prob_Extra_Relationship_Female"": 0.5,
                        ""Prob_Extra_Relationship_Male"": 0.7
                    }
                }
            }
        }
    }
"
"Condom_Usage_Probability","HIV, STI","JSON object","NA","NA","NA","The structure that determines the probability of condom usage over time in a relationship type. The probability follows a sigmoidal curve, as defined by the following parameters:

Min
   The minimum asymptote (0 to 1, default 1).
Max
   The maximum asymptote (0 to 1, default 1).
Mid
   The year of the inflection point (0 to 3.40282e+038, default 2000).
Rate
   The rate proportional to the slope at the inflection point (-100 to 100, default is 1).",".. code-block:: json

    {
        ""Society"": {
            ""TRANSITORY"": {
                ""Relationship_Parameters"": {
                    ""Condom_Usage_Probability"": {
                        ""Min"": 0.0125,
                        ""Max"": 0.3,
                        ""Mid"": 2001,
                        ""Rate"": 1.5
                    }
                }
            }
        }
    }
"
"Correlated_Relationship_Type_Order","HIV, STI","array of strings","NA","NA","NA","The relationship types listed in order of the correlated probabilities. The array must contain all relationship types and **Extra_Relational_Flag_Type** must be set to Correlated.",".. code-block:: json

    {
        ""Society"": {
            ""Concurrency_Configuration"": {
                ""NONE"": {
                    ""Extra_Relational_Flag_Type"": ""Correlated"",
                    ""Correlated_Relationship_Type_Order"": [
                        ""TRANSITORY"",
                        ""INFORMAL"",
                        ""MARITAL"",
                        ""COMMERCIAL""
                    ]
                }
            }
        }
    }
"
"DateCreated","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","string","NA","NA","NA","The date the demographics file was created. Files generated by |COMPS_s| will include this value, but it is not used by |EMOD_s| simulations.",".. code-block:: json

    {
        ""Metadata"": {
            ""DateCreated"": ""09212017"",
            ""IdReference"": ""Gridded world grump2.5arcmin"",
            ""NodeCount"": 23
        }
    }
"
"Defaults","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","JSON object","NA","NA","NA","The structure that contains parameter settings that will be applied to all nodes in a simulation. ",".. code-block:: json

    {
        ""Defaults"": {
            ""NodeAttributes"": {},
            ""IndividualAttributes"": {},
            ""IndividualProperties"": {},
            ""Society"": {}
        }
    }
"
"DistributionValues","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","array of floats","0","1","1","An array of values between 0 and 1 listed in ascending order that defines a complex age distribution. Each value represents the proportion of the population below that age and the difference between two successive values is the proportion of the population in the age bin defined in **ResultValues**. **Age_Initialization_Distribution_Type** in the configuration file must be set to DISTRIBUTION_COMPLEX (see :doc:`parameter-configuration-population` parameters).
","The following example shows at age distribution in which 25% of individuals are under age 5, 50% are between 5 and 20, and 25% are between 20 and 35.

.. code-block:: json

    {
        ""IndividualAttributes"": {
            ""AgeDistribution"": {
                ""ResultUnits"": ""years"",
                ""ResultScaleFactor"": 365,
                ""AxisScaleFactors"": 1,
                ""DistributionValues"": [
                    0,
                    0.25,
                    0.75,
                    1
                ],
                ""ResultValues"": [
                    0,
                    5,
                    20,
                    35
                ]
            }
        }
    }
"
"Duration_Weibull_Heterogeneity","HIV, STI","float","0","100","1","Inverse of the Weibull shape (1/kappa) parameter of relationship duration in years.",".. code-block:: json

    {
        ""Society"": {
            ""TRANSITORY"": {
                ""Relationship_Parameters"": {
                    ""Duration_Weibull_Heterogeneity"": 0.1,
                    ""Duration_Weibull_Scale"": 1051025.709
                }
            }
        }
    }
"
"Duration_Weibull_Scale","HIV, STI","float","0","3.40282e+038","1","Weibull scale parameter of relationship duration in years.",".. code-block:: json

    {
        ""Society"": {
            ""TRANSITORY"": {
                ""Relationship_Parameters"": {
                    ""Duration_Weibull_Heterogeneity"": 0.1,
                    ""Duration_Weibull_Scale"": 1051025.709
                }
            }
        }
    }
"
"Extra_Relational_Flag_Type","HIV, STI","enum","NA","NA","Independent","The manner in which extra-relational flags are distributed. Individuals cannot seek additional concurrent relationships unless they have a flag for the relationship type they are currently in. Possible values are Correlated or Independent.

When independent flags are enabled, all flags are distributed randomly and an individual is unlikely to receive all extra-relational flags. When correlated flags are enabled, flags are distributed for each relationship type in the order listed, with the first flags distributed randomly and each subsequent flag distributed only among individuals who have the prior flag. 

The probability of receiving a flag is defined in **Prob_Extra_Relationship_Male** and **Prob_Extra_Relationship_Female** in :ref:`demo-concurrency-param`.","In the following example, the extra-transitory flag is randomly distributed, the extra-informal flag is provided only to those who possess the extra-transitory flag, and so on.

.. code-block:: json

    {
        ""Society"": {
            ""Concurrency_Configuration"": {
                ""NONE"": {
                    ""Extra_Relational_Flag_Type"": ""Correlated"",
                    ""Correlated_Relationship_Type_Order"": [
                        ""TRANSITORY"",
                        ""INFORMAL"",
                        ""MARITAL"",
                        ""COMMERCIAL""
                    ]
                }
            }
        }
    }
"
"Extra_Relational_Rate_Ratio_Female","HIV, STI","integer","1","3.40282e+038","1","For women, the rate ratio for having extra-relational sex for this relationship type, where the ratio is the event over the period of time defined in **Update_Period**.",".. code-block:: json

    {
        ""Society"": {
            ""INFORMAL"": {
                ""Pair_Formation_Parameters"": {
                    ""Update_Period"": 7.0,
                    ""Extra_Relational_Rate_Ratio_Male"": 4,
                    ""Extra_Relational_Rate_Ratio_Female"": 2
                }
            }
        }
    }
"
"Extra_Relational_Rate_Ratio_Male","HIV, STI","integer","1","3.40282e+038","1","For males, the rate ratio for having extra-relational sex for this relationship type, where the ratio is the event over the period of time defined in **Update_Period**. ",".. code-block:: json

    {
        ""Society"": {
            ""INFORMAL"": {
                ""Pair_Formation_Parameters"": {
                    ""Update_Period"": 7.0,
                    ""Extra_Relational_Rate_Ratio_Male"": 4,
                    ""Extra_Relational_Rate_Ratio_Female"": 2
                }
            }
        }
    }
"
"FertilityDistribution","Airborne, Dengue, Environmental, Generic, HIV, Malaria, Polio, STI, TBHIV, Typhoid, Vector, py_sim","JSON object","NA","NA","NA","The distribution of the fertility rate in the population. **Enable_Birth** in the configuration file must be set to 1 (see :doc:`parameter-configuration-population` parameters).",".. code-block:: json

    {
        ""IndividualAttributes"": {
            ""FertilityDistribution"": {
                ""NumDistributionAxes"": 2,
                ""AxisNames"": [
                    ""urban"",
                    ""XXX""
                ],
                ""AxisUnits"": [
                    ""rural=0, urban=1"",
                    ""years""
                ],
                ""AxisScaleFactors"": [
                    1,
                    365
                ],
                ""NumPopulationGroups"": [
                    2,
                    9
                ],
                ""PopulationGroups"": [
                    [
                        0,
                        1
                    ],
                    [
                        0,
                        15,
                        20,
                        25,
                        30,
                        35,
                        40,
                        45,
                        49
                    ]
                ],
                ""ResultUnits"": ""annual births per 1000 individuals"",
                ""ResultScaleFactor"": 2.739726027397e-06,
                ""ResultValues"": [
                    [
                        0,
                        28.4,
                        190.3,
                        222.4,
                        155.4,
                        68,
                        21.9,
                        3.6,
                        0
                    ],
                    [
                        0,
                        28.4,
                        190.3,
                        222.4,
                        155.4,
                        68,
                        21.9,
                        3.6,
                        0
                    ]
                ]
            }
        }
    }
"
"Formation_Rate_Constant","HIV, STI","float","0","1","0.001","If **Formation_Rate_Type** is set to CONSTANT, the number of new relationships per day for this relationship type.",".. code-block:: json

    {
        ""Society"": {
            ""TRANSITORY"": {
                ""Pair_Formation_Parameters"": {
                    ""Formation_Rate_Constant"": 0.0013,
                    ""Update_Period"": 7.0,
                    ""Extra_Relational_Rate_Ratio_Male"": 5,
                    ""Extra_Relational_Rate_Ratio_Female"": 2
                }
            }
        }
    }
"
"Formation_Rate_Interpolated_Values","HIV, STI","JSON object","NA","NA","NA","The structure that contains two arrays of floats specifying **Times** and **Values** arrays that will be interpolated to provide the formation rate when **Formation_Rate_Type** is set to INTERPOLATED_VALUES. The years listed in **Times** must be in ascending order; the first year must be prior to the current year and if the last year is prior to the current year, the last value in **Values** will be used for the formation rate.",".. code-block:: json

    {
        ""Society"": {
            ""INFORMAL"": {
                ""Pair_Formation_Parameters"": {
                    ""Formation_Rate_Type"": ""INTERPOLATED_VALUES"",
                    ""Formation_Rate_Interpolated_Values"": {
                        ""Times"": [
                            1980,
                            2000,
                            2020
                        ],
                        ""Values"": [
                            0.2,
                            0.8,
                            0.4
                        ]
                    }
                }
            }
        }
    }
"
"Formation_Rate_Sigmoid","HIV, STI","JSON object","NA","NA","NA","The structure that determines the shape of the sigmoidal curve for pair formation when **Formation_Rate_Type** is set to SIGMOID_VARIABLE_WIDTH_HEIGHT. Include the following parameters:

Min
   The minimum asymptote (0 to 1, default 1).
Max
   The maximum asymptote (0 to 1, default 1).
Mid
   The year of the inflection point (0 to 100000, default 2000).
Rate
   The rate (proportional to the slope by a factor of 4) at the inflection point (-100 to 100, default 1).",".. code-block:: json

    {
        ""Society"": {
            ""INFORMAL"": {
                ""Pair_Formation_Parameters"": {
                    ""Formation_Rate_Type"": ""SIGMOID_VARIABLE_WIDTH_HEIGHT"",
                    ""Formation_Rate_Sigmoid"": {
                        ""Min"": 0.6,
                        ""Max"": 0.9,
                        ""Mid"": 2010,
                        ""Rate"": 3
                    }
                }
            }
        }
    }
"
"Formation_Rate_Type","HIV, STI","enum","NA","NA","CONSTANT","The type of functional form that describes that pair formation rate. Possible values are:

CONSTANT
   The rate is a constant value.
SIGMOID_VARIABLE_WIDTH_HEIGHT
   The rate is a sigmoidal curve.
INTERPOLATED_VALUES
   The rate is interpolated between a set of supplied values.
",".. code-block:: json

    {
        ""Society"": {
            ""MARITAL"": {
                ""Pair_Formation_Parameters"": {
                    ""Formation_Rate_Type"": ""CONSTANT"",
                    ""Formation_Rate_Constant"": 0.002739726
                }
            }
        }
    }
"
"Group","HIV, STI","enum","NA","NA","NO_GROUP","The group that individuals may belong to that is used for weighting assortivity for pair formation. Possible values are:

.. only:: sti or hiv

    NO_GROUP
        Pair with the first person on the list (no axes).
    STI_INFECTION_STATUS
        Pair based on STI status (TRUE/FALSE axes).
    INDIVIDUAL_PROPERTY
        Pair based on individual properties (axes are the individual property values).

.. only:: hiv

    STI_COINFECTION_STATUS
        Pair based on STI co-infection status (TRUE/FALSE axes).
    HIV_INFECTION_STATUS
        Pair based on HIV infection status, as per infectivity (TRUE/FALSE axes).
    HIV_TESTED_POSITIVE_STATUS
        Pair based on HIV infection status, as per test results (TRUE/FALSE axes).
    HIV_RECEIVED_RESULTS_STATUS
        Pair with someone who has received similar HIV test results (UNKNOWN, POSITIVE, NEGATIVE axes).",".. code-block:: json

    {
        ""Society"": {
            ""TRANSITORY"": {
                ""Pair_Formation_Parameters"": {
                    ""Assortivity"": {
                        ""Group"": ""INDIVIDUAL_PROPERTY"",
                        ""Property_Name"": ""Risk"",
                        ""Axes"": [
                            ""LOW"",
                            ""HIGH""
                        ],
                        ""Weighting_Matrix_RowMale_ColumnFemale"": [
                            [
                                0.8275185967686474,
                                0.17248140323135264
                            ],
                            [
                                0.17248140323135264,
                                0.8275185967686474
                            ]
                        ]
                    }
                }
            }
        }
    }
"
