"Initial_Amount_Min","float","0","3.40282e+38","0","The minimum of initial amount of intervention in stock when **Initial_Amount_Distribution** is set to UNIFORM_DISTRIBUTION.",".. code-block:: json

    {
      ""Initial_Amount_Distribution"": ""UNIFORM_DISTRIBUTION"",
      ""Initial_Amount_Max"": 10,
      ""Initial_Amount_Min"": 5
    }
"
"Initial_Amount_Peak_2_Value","float","0","3.40282E+38","-1","The initial amount in stock to assign to the remaining health workers when **Initial_Amount_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.",".. code-block:: json

    {
      ""Initial_Amount_Distribution"": ""DUAL_CONSTANT_DISTRIBUTION"",
      ""Initial_Amount_Proportion_0"": 0.25,
      ""Initial_Amount_Peak_2_Value"": 5
    }
"
"Initial_Amount_Poisson_Mean","float","0","3.40282E+38","-1","The mean of the initial amount of intervention in stock when **Initial_Amount_Distribution** is set to the POISSON_DISTRIBUTION.",".. code-block:: json

    {
      ""Initial_Amount_Distribution"": ""POISSON_DISTRIBUTION"",
      ""Initial_Amount_Poisson_Mean"": 5
    }
"
"Initial_Amount_Proportion_0","float","0","1","-1","The proportion of health workers to assign a value of zero stock when **Initial_Amount_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.",".. code-block:: json

    {
      ""Initial_Amount_Distribution"": ""DUAL_CONSTANT_DISTRIBUTION"",
      ""Initial_Amount_Proportion_0"": 0.25,
      ""Initial_Amount_Peak_2_Value"": 5
    }
"
"Initial_Amount_Proportion_1","float","0","1","-1","The proportion of health workers in the first exponential distribution when **Initial_Amount_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.",".. code-block:: json

    {
      ""Initial_Amount_Distribution"": ""DUAL_EXPONENTIAL_DISTRIBUTION"",
      ""Initial_Amount_Mean_1"": 4,
      ""Initial_Amount_Mean_2"": 12,
      ""Initial_Amount_Proportion_1"": 0.2
    }
"
"Intervention_Config","json object","NA","NA","NA","The nested JSON of the actual intervention to be distributed by this event coordinator.",".. code-block:: json

    {
      ""Intervention_Config"": {
        ""class"": ""BroadcastEvent"",
        ""Broadcast_Event"": ""EventFromIntervention""
      }
    }
"
"Max_Distributed_Per_Day","integer","1","2147480000.0","2147480000.0","The maximum number of interventions (such as vaccine doses) that can be distributed by health workers or clinics in a given day.",".. code-block:: json

    {
      ""Max_Distributed_Per_Day"": 1
    }
"
"Max_Stock","integer","0","2147480000.0","2147480000.0","The maximum number of interventions (such as vaccine doses) that can be stored by a health worker or clinic. If the amount of interventions in a new shipment and current stock exceeds this value, only the number of interventions specified by this value will be stored.",".. code-block:: json

    {
      ""Max_Stock"": 12
    }
"
"Node_Property_Restrictions","array of json objects","NA","NA","NA","A list of the **NodeProperty** key:value pairs, as defined in the demographics file, that nodes must have to be targeted by the intervention. See :ref:`demo-properties` parameters for more information.

You can specify AND and OR combinations of key:value pairs with this parameter.","The following example restricts the intervention to nodes that are urban and medium risk or rural and low risk.

.. code-block:: json

    {
      ""Node_Property_Restrictions"": [
        {
          ""Place"": ""URBAN"",
          ""Risk"": ""MED""
        },
        {
          ""Place"": ""RURAL"",
          ""Risk"": ""LOW""
        }
      ]
    }
"
"Property_Restrictions","array of json objects","NA","NA","NA","A list of the **IndividualProperty** key:value pairs, as defined in the demographics file, that individuals must have to be targeted by this intervention. See :ref:`demo-properties` parameters for more information.

To specify AND and OR combinations of key:value pairs, use **Property_Restrictions_Within_Node**. You cannot use both of these parameters in the same event coordinator.",".. code-block:: json

    {
      ""Property_Restrictions"": [
        ""Risk:HIGH""
      ]
    }
"
"Property_Restrictions_Within_Node","array of json objects","NA","NA","NA","A list of the **IndividualProperty** key:value pairs, as defined in the demographics file, that individuals must have to be targeted by this intervention. See :ref:`demo-properties` parameters for more information.

This parameter allows you to specify AND and OR combinations of key:value pairs. You may specify individual property restrictions using either this parameter or **Property_Restrictions**, but not both. ","The following example restricts the intervention to individuals who are urban and high risk or urban and medium risk.

.. code-block:: json

    {
      ""Property_Restrictions_Within_Node"": [
        {
          ""Risk"": ""HIGH"",
          ""Geographic"": ""URBAN""
        },
        {
          ""Risk"": ""MEDIUM"",
          ""Geographic"": ""URBAN""
        }
      ]
    }
"
"Target_Age_Max","float","0","9.3228e+35","9.3228e+35","The upper end of ages targeted for an intervention, in years.",".. code-block:: json

    {
      ""Target_Age_Max"": 20,
      ""Target_Age_Min"": 10,
      ""Target_Demographic"": ""ExplicitAgeRanges""
    }
"
"Target_Age_Min","float","0","9.3228e+35","0","The lower end of ages targeted for an intervention, in years. Used when **Target_Demographic** is set to ExplicitAgeRanges or ExplicitAgeRangesAndGender.",".. code-block:: json

    {
      ""Target_Age_Max"": 20,
      ""Target_Age_Min"": 10,
      ""Target_Demographic"": ""ExplicitAgeRanges""
    }
"
"Target_Demographic","enum","NA","NA","Everyone","The target demographic group. Possible values are:

* Everyone
* ExplicitAgeRanges
* ExplicitAgeRangesAndGender
* ExplicitGender
* ExplicitDiseaseState",".. code-block:: json

    {
      ""Target_Age_Max"": 20,
      ""Target_Age_Min"": 10,
      ""Target_Demographic"": ""ExplicitAgeRanges""
    }
"
"Target_Gender","enum","NA","NA","All","Specifies the gender restriction for the intervention. Possible values are:

* Male
* Female
* All
",".. code-block:: json

    {
      ""Target_Gender"": ""Male""
    }
"
"Target_Residents_Only","boolean","0","1","0","When set to true (1), the intervention is only distributed to individuals that began the simulation in the node (i.e. those that claim the node as their residence).",".. code-block:: json

    {
      ""Target_Residents_Only"": 1
    }
"
"Targeting_Config","json object","NA","NA","NA","Be more selective of individuals by using the :doc:`parameter-campaign-targeting-config`.",".. code-block:: json

    {
      ""Targeting_Config"": {
        ""class"": ""HasIntervention"",
        ""Is_Equal_To"": 0,
        ""Intervention_Name"": ""MyVaccine""
      }
    }
"
"Trigger_Condition_List","array of strings","NA","NA","NA","The list of events that are of interest to the community health worker (CHW). If one of these events occurs, the individual or node is put into a queue to receive the CHW's intervention. The CHW processes the queue when the event coordinator is updated. See :doc:`parameter-campaign-event-list` for possible values.",".. code-block:: json

    {
      ""Trigger_Condition_List"": [
        ""ListenForEvent""
      ]
    }
"
"Waiting_Period","float","0","3.40282e+38","3.40E+38","The number of days a person or node can be in the queue waiting to get the intervention from the community health worker (CHW). If a person or node is in the queue, they will not be re-added to the queue if the event that would add them to the queue occurs. This allows them to maintain their priority, however they could be removed from the queue due to this waiting period.",".. code-block:: json

    {
      ""Waiting_Period"": 15
    }
"
